step,close,price_return,action_delta,raw_target,risk_cap,shielded_target,target_position,prev_position,position,executed_trade,locked_position,sellable_position,limit_up,limit_down,pnl,cost,equity,max_equity,drawdown,dd_increase,reward
1,14.17,-0.008397480755773214,1.0,0.1,0.8,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0,0,-0.0008397480755773214,0.0001,0.9990602519244227,1.0,0.0009397480755772847,0.0009397480755772847,-0.002815244226731891
2,13.47,-0.04940014114326036,1.0,0.2,0.8,0.2,0.2,0.1,0.2,0.1,0.1,0.0,0,0,-0.009880028228652072,0.0001,0.9890896024080927,1.0,0.010910397591907262,0.009970649516329977,-0.029875327261312028
3,14.78,0.09725315515961386,-1.0,0.1,0.8,0.1,0.1,0.2,0.1,-0.1,0.1,0.1,0,0,0.009725315515961386,0.0001,0.9986099019048273,1.0,0.0013900980951726538,0.0,0.009629315515961386
4,14.44,-0.0230040595399188,0.9726914167404175,0.19726914167404175,0.8,0.19726914167404175,0.19726914167404175,0.1,0.19726914167404175,0.09726914167404174,0.0,0.1,0,0,-0.0045379910804583335,9.726914167404174e-05,0.9939810851491003,1.0,0.00601891485089967,0.0046288167557270166,-0.013846515887973093
5,14.66,0.015235457063711957,0.8219044208526611,0.27945958375930785,0.8,0.27945958375930785,0.27945958375930785,0.19726914167404175,0.27945958375930785,0.0821904420852661,0.09726914167404174,0.1,0,0,0.00425769448940775,8.21904420852661e-05,0.9981314571931023,1.0,0.0018685428068977439,0.0,0.004255225981162481
6,14.51,-0.010231923601637131,-1.0,0.17945958375930784,0.8,0.17945958375930784,0.17945958375930784,0.27945958375930785,0.17945958375930784,-0.1,0.0821904420852661,0.19726914167404175,0,0,-0.0018362167506068374,0.0001,0.9961988583463773,1.0,0.003801141653622664,0.00193259884672492,-0.00576306213912293
7,14.03,-0.033080634045485904,1.0,0.27945958375930785,0.8,0.27945958375930785,0.27945958375930785,0.17945958375930784,0.27945958375930785,0.1,0.0,0.17945958375930784,0,0,-0.009244700220845479,0.0001,0.9868896786547819,1.0,0.013110321345218057,0.009309179691595393,-0.027892242449153636
8,13.75,-0.0199572344975053,-0.8882004618644714,0.1906395375728607,0.8,0.1906395375728607,0.1906395375728607,0.27945958375930785,0.1906395375728607,-0.08882004618644715,0.1,0.17945958375930784,0,0,-0.0038046379558375537,8.882004618644716e-05,0.9830472651383085,1.0,0.016952734861691465,0.0038424135164734086,-0.011530117395491922
9,14.12,0.02690909090909085,1.0,0.2906395375728607,0.8,0.2906395375728607,0.2906395375728607,0.1906395375728607,0.2906395375728607,0.1,0.0,0.1906395375728607,0,0,0.007820845738324235,0.0001,0.9906372214259229,1.0,0.00936277857407708,0.0,0.007794546656387612
10,14.07,-0.0035410764872520492,-1.0,0.1906395375728607,0.8,0.1906395375728607,0.1906395375728607,0.2906395375728607,0.1906395375728607,-0.1,0.1,0.1906395375728607,0,0,-0.0006750691840398606,0.0001,0.9898694090430329,1.0,0.010130590956967112,0.0007678123828900318,-0.0022681162872478047
11,14.88,0.05756929637526656,1.0,0.2906395375728607,0.8,0.2906395375728607,0.2906395375728607,0.1906395375728607,0.2906395375728607,0.1,0.0,0.1906395375728607,0,0,0.016731913676902438,0.0001,1.006332831605643,1.006332831605643,0.0,0.0,0.016705614594965813
12,14.53,-0.02352150537634418,-1.0,0.1906395375728607,0.8,0.1906395375728607,0.1906395375728607,0.2906395375728607,0.1906395375728607,-0.1,0.1,0.1906395375728607,0,0,-0.004484128907963811,0.0001,1.0017196721812465,1.006332831605643,0.004584128907963856,0.004584128907963856,-0.013709809061319403
13,14.58,0.0034411562284928227,1.0,0.2906395375728607,0.8,0.2906395375728607,0.2906395375728607,0.1906395375728607,0.2906395375728607,0.1,0.0,0.1906395375728607,0,0,0.0010001360549651234,0.0001,1.0026213561751447,1.006332831605643,0.0036881191927093547,0.0,0.0009738369730284998
