step,close,price_return,action_delta,raw_target,risk_cap,shielded_target,target_position,prev_position,position,executed_trade,locked_position,sellable_position,limit_up,limit_down,pnl,cost,equity,max_equity,drawdown,dd_increase,signal,desired_pos,part_gap,part_pen,reward
81,9.35,-0.027055150884495296,-0.008833834901452065,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,0.0,1.0021727207085223,1.0068723867791392,0.004667588596456147,0.0,0.3126577182293165,0.2501261745834532,0.2501261745834532,0.00980160361197292,-0.01949709421934733
82,9.21,-0.014973262032085433,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,0.0,1.0021727207085223,1.0068723867791392,0.004667588596456147,0.0,0.15537389567887605,0.12429911654310084,0.12429911654310084,0.003201779181810768,-0.008045063863504093
83,9.16,-0.005428881650380099,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,0.0,1.0021727207085223,1.0068723867791392,0.004667588596456147,0.0,0.053301581838208094,0.04264126547056648,0.04264126547056648,0.000578056974048517,-0.0022724107737572365
84,9.41,0.027292576419213975,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0021727207085223,1.0068723867791392,0.004667588596456147,0.0,0.0,0.0,0.0,0.0,-5e-05
85,9.49,0.008501594048884174,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0021727207085223,1.0068723867791392,0.004667588596456147,0.0,0.060798201084933605,0.048638560867946885,0.048638560867946885,0.0007135290441125257,-0.0026391535475827274
86,9.4,-0.009483667017913578,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,0.0,1.0021727207085223,1.0068723867791392,0.004667588596456147,0.0,0.030268059163807204,0.024214447331045764,0.024214447331045764,0.00023375548343315244,-0.0012175251086366046
87,9.71,0.032978723404255374,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0021727207085223,1.0068723867791392,0.004667588596456147,0.0,0.06212822839775492,0.049702582718203936,0.049702582718203936,0.0007386672431248787,-0.002705323089195618
88,9.68,-0.003089598352214329,0.8470727205276489,0.0847072720527649,0.8,0.0847072720527649,0.0847072720527649,0.0,0.0847072720527649,0.0847072720527649,0.0,0.0,0,0,-0.0,8.47072720527649e-05,1.0020878293912254,1.0068723867791392,0.004751900489811757,8.431189335561008e-05,0.24065568539335147,0.1925245483146812,0.10781727626191628,0.00255002171914432,-0.009214290888519026
89,9.84,0.016528925619834725,-1.0,0.0,0.8,0.0,0.0,0.0847072720527649,0.0847072720527649,-0.0,0.0847072720527649,0.0,0,0,0.0014001201992192558,0.0,1.003490872802548,1.0068723867791392,0.0033584335224528215,0.0,0.23212810283603888,0.18570248226883113,0.10099521021606622,0.002296803035259037,-0.006996634067220707
90,9.44,-0.040650406504065074,-1.0,0.0,0.8,0.0,0.0,0.0847072720527649,0.0,-0.0847072720527649,0.0,0.0847072720527649,0,0,-0.0034433850427953243,8.47072720527649e-05,0.9999504643661932,1.0068723867791392,0.006874676973800382,0.0035162434513475605,0.22404121131308435,0.17923296905046748,0.17923296905046748,0.005750573357988484,-0.01649445885800352
91,9.34,-0.010593220338983014,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,0.0,0.9999504643661932,1.0068723867791392,0.006874676973800382,0.0,0.0072547487876336025,0.005803799030106882,0.005803799030106882,2.3778381706973384e-05,-0.00029758738180547003
92,9.25,-0.009635974304068507,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,0.0,0.9999504643661932,1.0068723867791392,0.006874676973800382,0.0,0.0,0.0,0.0,0.0,-5e-05
93,8.63,-0.06702702702702694,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,0.0,0.9999504643661932,1.0068723867791392,0.006874676973800382,0.0,0.0,0.0,0.0,0.0,-5e-05
94,8.55,-0.009269988412514491,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,0.0,0.9999504643661932,1.0068723867791392,0.006874676973800382,0.0,0.0,0.0,0.0,0.0,-5e-05
95,8.48,-0.008187134502924008,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,0.0,0.9999504643661932,1.0068723867791392,0.006874676973800382,0.0,0.0,0.0,0.0,0.0,-5e-05
