date,股票代码,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率,ret_1,ret_5,ret_20,vol_20,ma_20,price_vs_ma20,equity,rolling_max_equity,drawdown
2018-07-23,601138,13.93,14.07,14.12,13.86,483686,830800480.0,1.84,-0.35,-0.05,4.33,-0.003541076487252104,-0.04024556616643926,-0.06387225548902187,0.03599555992747187,14.382500000000002,-0.021727794194333513,0.8450450450450454,1.353753753753754,-0.3757763975155278
2018-07-24,601138,14.05,14.88,14.92,14.02,1250545,2216366256.0,6.4,5.76,0.81,11.19,0.05756929637526653,0.02549965541006216,-0.030618892508143203,0.0381190106625844,14.359,0.036283863778814734,0.8936936936936941,1.353753753753754,-0.33984028393966265
2018-07-25,601138,14.82,14.53,14.83,14.41,859807,1530209680.0,2.82,-2.35,-0.35,7.69,-0.02352150537634423,0.03563791874554534,-0.03711066931742879,0.038293052247443164,14.331,0.01388598143883887,0.8726726726726729,1.353753753753754,-0.3553682342502218
2018-07-26,601138,14.48,14.58,14.87,14.45,665397,1185426896.0,2.89,0.34,0.05,5.95,0.0034411562284928365,0.0603636363636364,-0.008837525492862097,0.03788239665829375,14.324499999999997,0.017836573702398214,0.875675675675676,1.353753753753754,-0.35314995563442764
2018-07-27,601138,14.5,14.11,14.5,14.1,545162,950530432.0,2.74,-3.22,-0.47,4.88,-0.032235939643347145,-0.0007082152974504652,-0.07536041939711668,0.037484663667137645,14.267,-0.01100441578467793,0.8474474474474476,1.353753753753754,-0.3740017746228927
2018-07-30,601138,14.02,13.96,14.2,13.87,367711,631237648.0,2.34,-1.06,-0.15,3.29,-0.010630758327427214,-0.00781805259417201,-0.031228313671061714,0.03546609440029523,14.244500000000002,-0.01997262101161861,0.8384384384384387,1.353753753753754,-0.38065661047027505
2018-07-31,601138,14.01,13.99,14.09,13.87,291622,500048032.0,1.58,0.21,0.03,2.61,0.0021489971346704273,-0.05981182795698925,-0.049592391304347894,0.03508137849137564,14.207999999999998,-0.015343468468468343,0.8402402402402405,1.353753753753754,-0.37932564330079854
2018-08-01,601138,14.07,13.8,14.23,13.78,452007,776123680.0,3.22,-1.36,-0.19,4.04,-0.013581129378127166,-0.050240880935994436,-0.013581129378127166,0.03339188469647229,14.1985,-0.02806634503644741,0.8288288288288291,1.353753753753754,-0.38775510204081626
2018-08-02,601138,13.72,13.06,13.75,12.84,689106,1133184224.0,6.59,-5.36,-0.74,6.16,-0.05362318840579716,-0.10425240054869678,-0.0522496371552974,0.035353810187857944,14.1625,-0.07784642541924089,0.7843843843843846,1.353753753753754,-0.42058562555456963
2018-08-03,601138,13.09,12.63,13.16,12.62,518180,828764288.0,4.13,-3.29,-0.43,4.64,-0.032924961715160794,-0.10489014883061654,-0.10106761565836297,0.03560732184420227,14.0915,-0.10371500549976931,0.7585585585585588,1.353753753753754,-0.4396628216503992
2018-08-06,601138,12.59,11.96,12.67,11.93,491494,757691968.0,5.86,-5.3,-0.67,4.4,-0.05304829770387964,-0.14326647564469908,-0.1630510846745975,0.03678064379803456,13.975,-0.14418604651162784,0.7183183183183186,1.353753753753754,-0.4693877551020407
2018-08-07,601138,12.02,12.37,12.39,11.86,452787,696241552.0,4.43,3.43,0.41,4.05,0.03428093645484931,-0.11579699785561126,-0.12702893436838392,0.03798868882397403,13.885000000000002,-0.10911055095426735,0.742942942942943,1.353753753753754,-0.4511978704525289
2018-08-08,601138,12.23,11.83,12.29,11.82,466053,709284544.0,3.8,-4.37,-0.54,4.17,-0.043654001616814764,-0.1427536231884058,-0.12175204157386788,0.037664297006283896,13.803,-0.14293994059262483,0.7105105105105107,1.353753753753754,-0.47515527950310554
2018-08-09,601138,11.81,12.24,12.4,11.62,618225,950425488.0,6.59,3.47,0.41,5.53,0.03465765004226551,-0.06278713629402755,-0.17185385656292285,0.030584752089336583,13.676000000000002,-0.1050014624159112,0.7351351351351354,1.353753753753754,-0.45696539485359355
2018-08-10,601138,12.14,12.29,12.35,12.13,361171,557064560.0,1.8,0.41,0.05,3.23,0.004084967320261423,-0.02692003167062562,-0.14889196675900285,0.03052889403719443,13.5685,-0.09422559604967395,0.7381381381381384,1.353753753753754,-0.45474711623779934
2018-08-13,601138,12.01,12.54,12.65,11.9,529925,822665056.0,6.1,2.03,0.25,4.74,0.020341741253051326,0.04849498327759183,-0.1446111869031379,0.03075033721991657,13.4625,-0.06852367688022293,0.7531531531531536,1.353753753753754,-0.44365572315882856
2018-08-14,601138,12.55,12.33,12.58,12.26,446345,693689984.0,2.55,-1.67,-0.21,3.99,-0.01674641148325351,-0.003233629749393674,-0.15024121295658166,0.030817125566510218,13.3535,-0.07664657205975964,0.740540540540541,1.353753753753754,-0.452972493345164
2018-08-15,601138,12.21,11.88,12.31,11.86,408086,620369296.0,3.65,-3.65,-0.45,3.65,-0.03649635036496346,0.004226542688081203,-0.15324305060584453,0.03097450797625331,13.246,-0.10312547184055561,0.713513513513514,1.353753753753754,-0.4729370008873112
2018-08-16,601138,11.67,11.71,11.97,11.53,345948,516841872.0,3.7,-1.43,-0.17,3.09,-0.014309764309764272,-0.0433006535947712,-0.14836363636363625,0.03088370747479222,13.144,-0.10909920876445521,0.7033033033033038,1.353753753753754,-0.4804791481810113
2018-08-17,601138,11.91,11.45,11.96,11.44,321107,477788528.0,4.44,-2.22,-0.26,2.87,-0.02220324508966709,-0.06834825061025218,-0.18909348441926344,0.029938132251037926,13.010499999999999,-0.11994158564236575,0.6876876876876881,1.353753753753754,-0.4920141969831409
2018-08-20,601138,11.47,11.74,11.75,11.35,355908,524770432.0,3.49,2.53,0.29,3.18,0.02532751091703056,-0.0637958532695374,-0.1656005685856432,0.030944913392107105,12.894,-0.08949899177912206,0.7051051051051055,1.353753753753754,-0.4791481810115349
2018-08-21,601138,11.72,11.84,11.96,11.63,350600,525981568.0,2.81,0.85,0.1,3.14,0.008517887563884052,-0.03974047039740469,-0.20430107526881724,0.027137864630085416,12.742,-0.07078951498979759,0.7111111111111115,1.353753753753754,-0.47471162377994663
2018-08-22,601138,11.81,11.56,11.81,11.52,277602,412042704.0,2.45,-2.36,-0.28,2.48,-0.023648648648648574,-0.026936026936026924,-0.2044046799724707,0.027140964788282408,12.5935,-0.08206614523365229,0.6942942942942947,1.353753753753754,-0.4871339840283938
2018-08-23,601138,11.59,11.95,12.02,11.59,483486,726749792.0,3.72,3.37,0.39,4.32,0.03373702422145319,0.02049530315969239,-0.18038408779149528,0.02878585568727644,12.462,-0.04108489809019423,0.7177177177177181,1.353753753753754,-0.46983141082519947
2018-08-24,601138,11.86,11.81,11.94,11.74,254493,382018752.0,1.67,-1.17,-0.14,2.28,-0.01171548117154797,0.03144104803493453,-0.16300496102055273,0.028294343385552735,12.347,-0.043492346318943796,0.7093093093093098,1.353753753753754,-0.47604259094942303
2018-08-27,601138,11.82,12.13,12.24,11.82,540955,825814176.0,3.56,2.71,0.32,4.84,0.02709568162574083,0.03321976149914829,-0.13108882521489973,0.029379759191752283,12.255500000000001,-0.010240300273346709,0.728528528528529,1.353753753753754,-0.4618456078083405
2018-08-28,601138,12.13,12.14,12.3,12.04,315558,483808960.0,2.14,0.08,0.01,2.82,0.0008244023083263663,0.02533783783783794,-0.1322373123659757,0.029360513884822862,12.163,-0.0018909808435418635,0.7291291291291295,1.353753753753754,-0.46140195208518175
2018-08-29,601138,12.17,11.93,12.19,11.89,297976,451580496.0,2.47,-1.73,-0.21,2.67,-0.017298187808896248,0.032006920415224904,-0.13550724637681166,0.02941837695919823,12.069500000000001,-0.011558059571647683,0.7165165165165169,1.353753753753754,-0.4707187222715171
2018-08-30,601138,11.95,11.62,11.98,11.6,292615,436880576.0,3.19,-2.6,-0.31,2.62,-0.025984911986588477,-0.02761506276150627,-0.1102603369065851,0.02770430938606199,11.9975,-0.031464888518441446,0.6978978978978982,1.353753753753754,-0.48447204968944085
2018-08-31,601138,11.57,11.61,11.79,11.49,203201,301160928.0,2.58,-0.09,-0.01,1.82,-0.0008605851979345269,-0.01693480101608813,-0.08076009501187653,0.026948635670959127,11.946499999999999,-0.02816724563679732,0.6972972972972977,1.353753753753754,-0.48491570541259965
2018-09-03,601138,11.53,11.52,11.59,11.33,225558,329832752.0,2.24,-0.78,-0.09,2.02,-0.007751937984496138,-0.05028854080791434,-0.03678929765886296,0.024377469345605297,11.9245,-0.03392175772569085,0.6918918918918923,1.353753753753754,-0.4889086069210291
2018-09-04,601138,11.51,11.75,11.81,11.48,240883,357937504.0,2.86,2.0,0.23,2.15,0.0199652777777779,-0.032125205930807255,-0.05012126111560222,0.0234617446383501,11.8935,-0.01206541388153189,0.7057057057057061,1.353753753753754,-0.47870452528837604
2018-09-05,601138,11.68,11.45,11.71,11.43,236974,349522512.0,2.38,-2.55,-0.3,2.12,-0.025531914893617058,-0.04023470243084659,-0.032121724429416854,0.022090693930623878,11.8745,-0.035748873636784716,0.6876876876876881,1.353753753753754,-0.4920141969831409
2018-09-06,601138,11.43,11.85,12.22,11.39,625924,945223168.0,7.25,3.49,0.4,5.6,0.03493449781659397,0.019793459552495785,-0.031862745098039214,0.022114551116903865,11.855,-0.00042176296921136915,0.7117117117117122,1.353753753753754,-0.47426796805678767
2018-09-07,601138,11.82,11.71,12.01,11.54,362796,543003696.0,3.97,-1.18,-0.14,3.25,-0.01181434599156106,0.008613264427218104,-0.04719283970707877,0.022193166357913283,11.825999999999999,-0.009808895653644335,0.7033033033033039,1.353753753753754,-0.4804791481810112
2018-09-10,601138,11.62,11.45,11.66,11.45,226162,332303936.0,1.79,-2.22,-0.26,2.02,-0.02220324508966709,-0.006076388888888951,-0.08692185007974484,0.021958475383831444,11.7715,-0.027311727477381843,0.6876876876876882,1.353753753753754,-0.49201419698314086
2018-09-11,601138,11.45,11.51,11.7,11.4,204420,300589872.0,2.62,0.52,0.06,1.83,0.005240174672489051,-0.020425531914893602,-0.06650446066504467,0.021853106830459993,11.730500000000001,-0.018797152721537976,0.6912912912912917,1.353753753753754,-0.4893522626441879
2018-09-12,601138,11.5,11.54,11.7,11.48,181132,267306826.0,1.91,0.26,0.03,1.62,0.0026064291920069316,0.007860262008733576,-0.028619528619528767,0.020420465005224115,11.7135,-0.014811969095488167,0.6930930930930935,1.353753753753754,-0.4880212954747114
2018-09-13,601138,11.69,11.61,11.76,11.36,265941,391537504.0,3.47,0.61,0.07,2.38,0.0060658578856152,-0.020253164556962022,-0.008539709649872052,0.020242305859775614,11.7085,-0.008412691634282902,0.6972972972972977,1.353753753753754,-0.48491570541259965
2018-09-14,601138,11.61,11.42,11.63,11.4,233028,341644000.0,1.98,-1.64,-0.19,2.08,-0.01636520241171402,-0.02476515798462864,-0.0026200873362445254,0.019948805763636314,11.706999999999999,-0.024515247287947302,0.6858858858858863,1.353753753753754,-0.49334516415261737
2018-09-17,601138,11.38,10.99,11.38,10.98,261016,373286512.0,3.5,-3.77,-0.43,2.33,-0.0376532399299474,-0.04017467248908291,-0.06388415672913117,0.020706315693382663,11.669500000000001,-0.058228715883285556,0.6600600600600605,1.353753753753754,-0.512422360248447
2018-09-18,601138,10.88,11.13,11.16,10.87,247626,352231152.0,2.64,1.27,0.14,2.22,0.01273885350318471,-0.03301476976542128,-0.05996621621621612,0.020851876711662803,11.634,-0.04332129963898913,0.6684684684684689,1.353753753753754,-0.5062111801242234
2018-09-19,601138,11.06,11.24,11.36,11.03,323145,463842864.0,2.96,0.99,0.11,2.89,0.009883198562443685,-0.025996533795493826,-0.02768166089965396,0.02043812628106618,11.618,-0.03253572043380962,0.6750750750750754,1.353753753753754,-0.5013309671694763
2018-09-20,601138,11.19,11.09,11.24,11.08,213853,306273792.0,1.42,-1.33,-0.15,1.91,-0.013345195729537407,-0.04478897502153312,-0.07196652719665264,0.018851614141539425,11.575,-0.0419006479481641,0.6660660660660663,1.353753753753754,-0.5079858030168588
2018-09-21,601138,11.12,11.27,11.3,11.04,333518,479670896.0,2.34,1.62,0.18,2.98,0.01623083859332719,-0.013134851138353776,-0.04572396274343782,0.01924675659627951,11.547999999999998,-0.024073432629026562,0.676876876876877,1.353753753753754,-0.5
2018-09-25,601138,11.17,11.25,11.35,11.11,231669,332988752.0,2.13,-0.18,-0.02,2.07,-0.0017746228926353025,0.023657870791628843,-0.07254740313272878,0.017977802145656772,11.504,-0.022079276773296207,0.6756756756756759,1.353753753753754,-0.5008873114463176
2018-09-26,601138,11.42,11.37,11.61,11.25,372768,543684912.0,3.2,1.07,0.12,3.33,0.010666666666666602,0.02156334231805923,-0.06342668863261958,0.018238244003785088,11.4655,-0.00832933583358783,0.682882882882883,1.353753753753754,-0.49556344276841174
2018-09-27,601138,11.31,11.02,11.34,11.01,341098,488678416.0,2.9,-3.08,-0.35,3.05,-0.030782761653474044,-0.019572953736654908,-0.07627829002514674,0.019022636302629584,11.42,-0.035026269702276736,0.661861861861862,1.353753753753754,-0.5110913930789707
2018-09-28,601138,11.03,11.06,11.11,11.01,180090,256481682.0,0.91,0.36,0.04,1.61,0.003629764065335772,-0.0027051397655545317,-0.04819277108433728,0.01834429703689822,11.392,-0.029143258426966204,0.6642642642642644,1.353753753753754,-0.5093167701863354
2018-10-08,601138,10.82,10.54,10.82,10.53,285599,394775392.0,2.62,-4.7,-0.52,2.55,-0.047016274864376206,-0.06477373558118904,-0.09216192937123169,0.02088079780264604,11.3385,-0.07042377739559913,0.6330330330330332,1.353753753753754,-0.5323868677905945
2018-10-09,601138,10.58,10.55,10.68,10.48,172033,236509972.0,1.9,0.09,0.01,1.54,0.0009487666034158071,-0.06222222222222218,-0.08420138888888884,0.020902602172247094,11.29,-0.06554472984942414,0.6336336336336339,1.353753753753754,-0.5319432120674356
2018-10-10,601138,10.61,10.53,10.63,10.48,135234,185669575.0,1.42,-0.19,-0.02,1.21,-0.0018957345971565287,-0.07387862796833777,-0.10382978723404257,0.020130935125390756,11.229,-0.062249532460593095,0.6324324324324326,1.353753753753754,-0.5328305235137533
2018-10-11,601138,9.83,9.16,9.99,9.16,560642,709169248.0,7.88,-13.01,-1.37,5.02,-0.1301044634377967,-0.16878402903811252,-0.19999999999999996,0.03427886532774087,11.1145,-0.1758513653335732,0.5501501501501503,1.353753753753754,-0.5936113575865128
2018-10-12,601138,8.89,8.78,8.99,8.27,455083,537993952.0,7.86,-4.15,-0.38,4.07,-0.04148471615720528,-0.20614828209764924,-0.2590717299578059,0.03318961399669156,10.961,-0.198978195420126,0.5273273273273275,1.353753753753754,-0.6104702750665484
2018-10-15,601138,8.82,8.71,9.12,8.68,261871,316494000.0,5.01,-0.8,-0.07,2.34,-0.007972665148063607,-0.1736242884250473,-0.2561912894961571,0.03321599387893125,10.811,-0.19433909906576627,0.5231231231231234,1.353753753753754,-0.61357586512866
2018-10-16,601138,8.72,8.39,8.84,8.32,235142,275682960.0,5.97,-3.67,-0.32,2.1,-0.036739380022962176,-0.204739336492891,-0.26724890829694314,0.0335592191592629,10.658,-0.21279789829236245,0.5039039039039042,1.353753753753754,-0.6277728482697426
2018-10-17,601138,8.59,8.58,8.68,8.34,234823,275033712.0,4.05,2.26,0.19,2.1,0.02264600715137055,-0.18518518518518512,-0.25456125108601213,0.034324768736313176,10.5115,-0.18375112971507396,0.5153153153153155,1.353753753753754,-0.6193433895297249
2018-10-18,601138,8.45,8.2,8.46,8.16,227586,261844967.0,3.5,-4.43,-0.38,2.04,-0.044289044289044344,-0.10480349344978179,-0.28942807625649913,0.03473101276754703,10.3445,-0.2073082314273286,0.4924924924924926,1.353753753753754,-0.6362023070097604
2018-10-19,601138,7.99,8.43,8.44,7.93,329659,376551392.0,6.22,2.8,0.23,2.95,0.028048780487804903,-0.03986332574031892,-0.2739018087855297,0.035808254205160664,10.1855,-0.17235285454813212,0.5063063063063065,1.353753753753754,-0.6259982253771074
2018-10-22,601138,8.52,9.47,9.58,8.44,712296,875304288.0,13.52,12.34,1.04,6.37,0.12336892052194548,0.08725602755453488,-0.17075306479859886,0.04734804297239449,10.088,-0.06126090404440906,0.5687687687687689,1.353753753753754,-0.5798580301685892
2018-10-23,601138,9.37,9.01,9.42,8.95,432081,532761072.0,4.96,-4.86,-0.46,3.87,-0.04857444561774027,0.07389749702026216,-0.18016378525932675,0.04776618838423963,9.989,-0.09800780858944848,0.5411411411411413,1.353753753753754,-0.6002661934338953
2018-10-24,601138,9.0,9.01,9.18,8.95,229790,281169328.0,2.55,0.0,0.0,2.06,0.0,0.05011655011655014,-0.19047619047619058,0.04754842553501332,9.883,-0.08833350197308504,0.5411411411411413,1.353753753753754,-0.6002661934338953
2018-10-25,601138,8.57,8.82,8.91,8.43,254227,300391680.0,5.33,-2.11,-0.19,2.27,-0.021087680355160843,0.07560975609756104,-0.21530249110320288,0.04739047200667394,9.761999999999999,-0.09649661954517502,0.52972972972973,1.353753753753754,-0.608695652173913
2018-10-26,601138,8.92,8.91,9.14,8.82,240787,292714176.0,3.63,1.02,0.09,2.15,0.010204081632652962,0.05693950177935947,-0.19657348963029753,0.04762051266380331,9.652999999999999,-0.07697088987879402,0.5351351351351353,1.353753753753754,-0.6047027506654835
2018-10-29,601138,8.95,8.89,9.17,8.73,215717,261059505.0,4.94,-0.22,-0.02,1.93,-0.002244668911335568,-0.06124604012671597,-0.21118012422360244,0.04726688128729234,9.534,-0.06754772393538915,0.5339339339339342,1.353753753753754,-0.6055900621118011
2018-10-30,601138,8.82,8.92,9.04,8.57,248175,298502528.0,5.29,0.34,0.03,2.22,0.003374578177727683,-0.009988901220865709,-0.20711111111111113,0.04733216467741233,9.4175,-0.05282718343509429,0.535735735735736,1.353753753753754,-0.6042590949423247
2018-10-31,601138,9.07,9.07,9.18,8.91,307840,377349456.0,3.03,1.68,0.15,2.75,0.01681614349775784,0.006659267480577213,-0.20228671943711518,0.047496353170136583,9.3025,-0.024993281375974192,0.544744744744745,1.353753753753754,-0.5976042590949422
2018-11-01,601138,9.3,9.17,9.47,9.15,412949,514567136.0,3.53,1.1,0.1,3.69,0.011025358324145529,0.03968253968253954,-0.16787658802177852,0.04746084474084091,9.209999999999999,-0.004343105320303926,0.550750750750751,1.353753753753754,-0.593167701863354
2018-11-02,601138,9.47,9.43,9.56,9.19,496010,622333728.0,4.03,2.84,0.26,4.44,0.028353326063249806,0.058361391694724984,-0.14737793851717906,0.04809923050030684,9.128499999999999,0.03302842745248406,0.5663663663663666,1.353753753753754,-0.5816326530612244
2018-11-05,601138,9.44,9.42,9.57,9.28,355468,448469664.0,3.08,-0.11,-0.01,3.18,-0.0010604453870625141,0.059617547806524174,-0.10626185958254264,0.04716714059583927,9.0725,0.038302562689446144,0.5657657657657661,1.353753753753754,-0.5820763087843832
2018-11-06,601138,9.32,9.61,9.67,9.13,390119,489123648.0,5.73,2.02,0.19,3.49,0.020169851380042347,0.07735426008968593,-0.08909952606635085,0.0474795060940363,9.025500000000001,0.064760955071741,0.5771771771771774,1.353753753753754,-0.5736468500443654
2018-11-07,601138,9.54,9.35,9.66,9.28,313975,397624832.0,3.95,-2.71,-0.26,2.81,-0.027055150884495283,0.030871003307607392,-0.11206077872744535,0.047765187492458096,8.9665,0.04277031171583112,0.5615615615615618,1.353753753753754,-0.5851818988464951
2018-11-08,601138,9.49,9.21,9.49,9.21,183836,230244508.0,2.99,-1.5,-0.14,1.64,-0.014973262032085488,0.004362050163577047,0.005458515283842891,0.03776328564305294,8.969000000000001,0.02687033114059534,0.5531531531531534,1.353753753753754,-0.5913930789707187
2018-11-09,601138,9.17,9.16,9.3,9.14,139612,173000900.0,1.74,-0.54,-0.05,1.25,-0.005428881650380135,-0.028632025450689214,0.04328018223234631,0.03647056742287662,8.988000000000001,0.019136626613261994,0.5501501501501503,1.353753753753754,-0.5936113575865128
2018-11-12,601138,9.15,9.41,9.42,9.13,221764,277314192.0,3.17,2.73,0.25,1.98,0.02729257641921401,-0.0010615711252653925,0.08036739380022961,0.03677713838155154,9.023,0.042890391222431615,0.5651651651651654,1.353753753753754,-0.5825199645075421
2018-11-13,601138,9.19,9.49,9.58,9.17,341034,428804976.0,4.36,0.85,0.08,3.05,0.008501594048884176,-0.012486992715920797,0.13110846245530383,0.035475924342690555,9.078,0.04538444591319683,0.5699699699699702,1.353753753753754,-0.5789707187222715
2018-11-14,601138,9.49,9.4,9.6,9.39,258546,327099072.0,2.21,-0.95,-0.09,2.31,-0.009483667017913588,0.005347593582887722,0.09557109557109555,0.035445879899148686,9.119,0.03081478232262316,0.5645645645645648,1.353753753753754,-0.5829636202307009
2018-11-15,601138,9.38,9.71,9.75,9.37,424735,544430272.0,4.04,3.3,0.31,3.8,0.03297872340425534,0.05428881650380024,0.1841463414634148,0.033953393586059845,9.1945,0.05606612648866183,0.5831831831831835,1.353753753753754,-0.5692102928127771
2018-11-16,601138,9.73,9.68,9.78,9.59,352265,453220704.0,1.96,-0.31,-0.03,3.15,-0.00308959835221434,0.05676855895196509,0.14827995255041526,0.0337477883062948,9.257000000000001,0.04569514961650623,0.5813813813813816,1.353753753753754,-0.5705412599822537
2018-11-19,601138,9.71,9.84,9.88,9.61,334783,434242432.0,2.79,1.65,0.16,2.99,0.016528925619834656,0.04569606801275228,0.039070749736008326,0.02015045501362673,9.275500000000001,0.06085925287046508,0.5909909909909912,1.353753753753754,-0.5634427684117125
2018-11-20,601138,9.72,9.44,9.75,9.41,305728,390753040.0,3.46,-4.07,-0.4,2.73,-0.04065040650406504,-0.005268703898840932,0.04772475027746936,0.019154686382655613,9.297,0.01538130579756899,0.5669669669669671,1.353753753753754,-0.5811889973380656
2018-11-21,601138,9.3,9.34,9.41,9.22,192554,240783383.0,2.01,-1.06,-0.1,1.72,-0.010593220338983023,-0.00638297872340432,0.03662597114317423,0.01937292109871997,9.313500000000001,0.0028453320448809396,0.5609609609609612,1.353753753753754,-0.5856255545696539
2018-11-22,601138,9.34,9.25,9.39,9.23,179189,223515011.0,1.71,-0.96,-0.09,1.6,-0.009635974304068484,-0.047373841400617955,0.0487528344671202,0.0188165272544655,9.335,-0.009105516871987235,0.5555555555555558,1.353753753753754,-0.5896184560780833
2018-11-23,601138,9.28,8.63,9.29,8.6,334614,402864032.0,7.46,-6.7,-0.62,2.99,-0.0670270270270269,-0.10847107438016523,-0.03142536475869806,0.024291593270355245,9.321000000000002,-0.07413367664413696,0.5183183183183186,1.353753753753754,-0.6171251109139306
2018-11-26,601138,8.63,8.55,8.73,8.52,133735,157630269.0,2.43,-0.93,-0.08,1.2,-0.009269988412514474,-0.13109756097560965,-0.038245219347581516,0.024356527020545672,9.303999999999998,-0.08104041272570915,0.5135135135135138,1.353753753753754,-0.6206743566992012
2018-11-27,601138,8.61,8.48,8.68,8.44,155797,183035036.0,2.81,-0.82,-0.07,1.39,-0.008187134502923965,-0.10169491525423724,-0.049327354260089606,0.02436791453659888,9.282,-0.08640379228614518,0.5093093093093096,1.353753753753754,-0.6237799467613131
2018-11-28,601138,8.48,8.61,8.61,8.38,158171,185222881.0,2.71,1.53,0.13,1.41,0.015330188679245182,-0.07815845824411138,-0.05071664829106959,0.024308950252711202,9.258999999999999,-0.07009396263095359,0.5171171171171174,1.353753753753754,-0.6180124223602483
2018-11-29,601138,8.68,8.28,8.71,8.27,247715,289036992.0,5.11,-3.83,-0.33,2.22,-0.0383275261324042,-0.1048648648648649,-0.09705561613958569,0.025365595194935375,9.2145,-0.10141624613381084,0.49729729729729755,1.353753753753754,-0.6326530612244897
2018-11-30,601138,8.28,8.35,8.4,8.14,150179,172065790.0,3.14,0.85,0.07,1.34,0.008454106280193274,-0.03244495944380077,-0.11452810180275719,0.024368148297053877,9.160499999999999,-0.08847770318214065,0.5015015015015017,1.353753753753754,-0.6295474711623779
2018-12-03,601138,8.85,8.82,8.95,8.74,461335,555111744.0,2.51,5.63,0.47,4.13,0.056287425149700754,0.03157894736842093,-0.06369426751592355,0.0280484130101576,9.130500000000001,-0.03400689995071476,0.5297297297297301,1.353753753753754,-0.6086956521739129
2018-12-04,601138,8.86,8.92,8.94,8.81,330165,397926320.0,1.47,1.13,0.1,2.95,0.011337868480725488,0.05188679245283012,-0.0718002081165452,0.027733693200358577,9.096,-0.019349164467897993,0.5357357357357361,1.353753753753754,-0.6042590949423245
2018-12-05,601138,8.71,9.12,9.19,8.66,409407,496156176.0,5.94,2.24,0.2,3.66,0.022421524663676973,0.059233449477351874,-0.024598930481283476,0.027714606509522406,9.0845,0.0039077549672518,0.547747747747748,1.353753753753754,-0.595385980479148
2018-12-06,601138,8.97,8.78,8.98,8.76,269620,324379024.0,2.41,-3.73,-0.34,2.41,-0.037280701754385914,0.06038647342995174,-0.04668838219326832,0.028741631829886635,9.062999999999999,-0.03122586340063991,0.5273273273273277,1.353753753753754,-0.6104702750665482
2018-12-07,601138,8.81,8.74,8.85,8.72,128421,153494538.0,1.48,-0.46,-0.04,1.15,-0.004555808656036331,0.04670658682634743,-0.045851528384279416,0.028736799766293807,9.042,-0.03339969033399686,0.5249249249249254,1.353753753753754,-0.6122448979591835
