step,close,price_return,action_delta,raw_target,risk_cap,shielded_target,target_position,prev_position,position,executed_trade,locked_position,sellable_position,limit_up,limit_down,pnl,cost,equity,max_equity,drawdown,dd_increase,signal,desired_pos,part_gap,part_pen,reward
99,8.82,0.05628742514970068,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.9980936350306426,1.0010256994487587,0.002929060082803796,0.0,0.0,0.0,0.0,0.0,-5e-05
100,8.92,0.011337868480725584,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.9980936350306426,1.0010256994487587,0.002929060082803796,0.0,0.04278508483690763,0.034228067869526105,0.034228067869526105,0.0003799485811722738,-0.001311321328812571
101,9.12,0.02242152466367705,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.9980936350306426,1.0010256994487587,0.002929060082803796,0.0,0.12182788897272534,0.09746231117818027,0.09746231117818027,0.0018256028671165296,-0.004385257379954672
102,8.78,-0.037280701754385956,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,0.0,0.9980936350306426,1.0010256994487587,0.002929060082803796,0.0,0.17643957814307187,0.14115166251445752,0.14115166251445752,0.0031818539918936854,-0.0068665093016409655
103,8.74,-0.00455580865603635,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,0.0,0.9980936350306426,1.0010256994487587,0.002929060082803796,0.0,0.1269251881489547,0.10154015051916376,0.10154015051916376,0.0019413683928577719,-0.004606027268726239
104,8.74,0.0,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.9980936350306426,1.0010256994487587,0.002929060082803796,0.0,0.0866308332651816,0.06930466661214528,0.06930466661214528,0.0010946996228041234,-0.002929294788066864
105,8.82,0.009153318077803212,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.9980936350306426,1.0010256994487587,0.002929060082803796,0.0,0.0,0.0,0.0,0.0,-5e-05
106,8.91,0.010204081632653045,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.9980936350306426,1.0010256994487587,0.002929060082803796,0.0,0.0,0.0,0.0,0.0,-5e-05
107,9.06,0.016835016835016876,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.9980936350306426,1.0010256994487587,0.002929060082803796,0.0,0.0,0.0,0.0,0.0,-5e-05
108,8.88,-0.01986754966887414,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,0.0,0.9980936350306426,1.0010256994487587,0.002929060082803796,0.0,0.11838736184013506,0.09470988947210805,0.09470988947210805,0.0017488165116246515,-0.004237596165531434
109,9.1,0.024774774774774643,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.9980936350306426,1.0010256994487587,0.002929060082803796,0.0,0.04824541633153893,0.03859633306523114,0.03859633306523114,0.00045495696552001215,-0.001498812541949714
110,9.05,-0.005494505494505378,-1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,0.0,0.9980936350306426,1.0010256994487587,0.002929060082803796,0.0,0.1649441816666783,0.13195534533334263,0.13195534533334263,0.002876018873883472,-0.006323869016217044
